,sent_id,text,label
147,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_147,"However, when the verb increasing from the caption is taken into account, the probability of increasing trend in immigration being the intended message rises to 97.9%.",
148,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_148,3 This is a slight variation of the graphic from Business Week.,
149,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_149,"In the Business Week graphic, the labels sometimes apThe second function of a verb is to focus attention on some aspect of the data.",
150,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_150,"For example, consider the graphic in Figure 4.",
151,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_151,"Without a caption, our system hypothesizes that the graphic is intended to convey the relative rank in billings of different credit card issuers and assigns it a probability of 72.7%.",
152,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_152,Other possibilities have some probability assigned to them.,
153,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_153,"For example, the intention of conveying that Visa has the highest billings is assigned a probability of 26%.",
154,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_154,"Suppose that the graphic had a caption of ""Billings still lag"" ; if the verb lag is taken into account, our system hypothesizes an intended message of conveying the credit card issuer whose billings are lowest, namely Diner's Club; the probability assigned to this intention is now 88.4%, and the probability assigned to the intention of conveying the relative rank of different credit card issuers drops to 7.8%.",
155,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_155,"This is because the verb class containing lag appeared in our corpus as part of the caption for graphics whose message conveyed an entity with a minimum value, and not with graphics whose message conveyed the relative rank of all the depicted entities.",
156,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_156,"On the other hand, if the caption is ""American Express total billings still lag"" (which is the caption associated with the graphic in our corpus), then we have two pieces of evidence from the caption — the verb lag , and the noun American Express which matches a label.",
157,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_157,"In this case, the probabilities change dramatically; the hypothesis that the graphic is intended to convey the rank of American Express (namely third behind Visa and Mastercard) is assigned a probability of 76% and the probability drops to 24% that the graphic is intended to convey that Diner's Club has the lowest billings.",
158,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_158,This is not surprising.,
159,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_159,"The presence of the noun American Express in the caption makes that entity salient and is very strong evidence that the intended message places an emphasis on American Express , thus significantly affecting the probabilities of the different hypotheses.",
160,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_160,"On the other hand, the verb class containing lag occurred both in the caption of graphics whose message was judged to convey the entity with the minimum value and in the caption of graphics pear on the bars and sometimes next to them, and the heading for the dependent axis appears in the empty white space of the graphic instead of below the values on the horizontal axis as we show it.",
161,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_161,Our vision system does not yet have heuristics for recognizing non-standard placement of labels and axis headings.that conveyed an entity ranked behind some others.,
162,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_162,"Therefore, conveying the entity with minimum value is still assigned a non-negligible probability.",
163,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_163,"7 Future Work It is rare that a caption contains more than one verb class; when it does happen, our current system by default uses the first one that appears.",
164,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_164,We need to examine how to handle the occurrence of multiple verb classes in a caption.,
165,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_165,"Occasionally, labels in the graphic appear differently in the caption.",
166,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_166,An example is DJIA (for Dow Jones Industrial Average) that occurs in one graphic as a label but appears as Dow in the caption.,
167,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_167,We need to investigate resolving such coreferences.,
168,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_168,We currently limit ourselves to recognizing what appears to be the primary communicative intention of an information graphic; in the future we will also consider secondary intentions.,
169,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_169,"We will also extend our work to other kinds of information graphics such as line graphs and pie charts, and to complex graphics, such as grouped and composite bar charts.",
170,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_170,"8 Summary To our knowledge, our project is the first to investigate the problem of understanding the intended message of an information graphic.",
171,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_171,This paper has focused on the communicative evidence present in an information graphic and how it can be used in a probabilistic framework to reason about the graphic's intended message.,
172,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_172,The paper has given particular attention to evidence provided by the graphic's caption.,
173,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_173,"Our corpus study showed that about half of all captions contain some evidence that contributes to understanding the graphic's message, but that fully understanding captions is a difficult problem.",
174,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_174,"We presented a strategy for extracting evidence from a shallow analysis of the caption and utilizing it, along with communicative signals from the graphic itself, in a Bayesian network that hypothesizes the intended message of an information graphic, and our results demonstrate the effectiveness of our methodology.",
175,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_175,Our research is part of a larger project aimed at providing alternative access to information graphics for individuals with sight impairments.,
176,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_176,"References J. Ang, R. Dhillon, A. Krupski, E. Shriberg, and A. Stolcke.",
177,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_177,2002.,
178,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_178,Prosody-based automatic detection of annoyance and frustration in human-computer dialog.,
179,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_179,In Proc.,
180,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_180,of the Int'l Conf.,
181,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_181,on Spoken Language Processing (ICSLP) .,
182,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_182,D. Chester and S. Elzer.,
183,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_183,2005.,
184,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_184,Getting computers to see information graphics so users do not have to.,
185,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_185,To appear in Proc.,
186,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_186,of the 15th Int'l Symposium on Methodologies for Intelligent Systems .,
187,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_187,H. Clark.,
188,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_188,1996.,
189,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_189,Using Language .,
190,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_190,Cambridge University Press.,
191,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_191,M. Corio and G. Lapalme.,
192,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_192,1999.,
193,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_193,Generation of texts for information graphics.,
194,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_194,In Proc.,
195,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_195,"of the 7th European Workshop on Natural Language Generation , 49–58.",
196,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_196,"S. Elzer, S. Carberry, N. Green, and J. Hoffman.",
197,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_197,2004.,
198,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_198,Incorporating perceptual task effort into the recognition of intention in information graphics.,
199,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_199,"In Proceedings of the 3rd Int'l Conference on Diagrams , LNAI 2980, 255–270.",
200,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_200,"S. Elzer, S. Carberry, I. Zukerman, D. Chester, N. Green, S. Demir.",
201,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_201,2005.,
202,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_202,A probabilistic framework for recognizing intention in information graphics.,
203,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_203,To appear in Proceedings of the Int'l Joint Conf.,
204,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_204,on AI (IJCAI).,
205,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_205,R. Futrelle and N. Nikolakis.,
206,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_206,1995.,
207,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_207,Efficient analysis of complex diagrams using constraint-based parsing.,
208,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_208,In Proc.,
209,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_209,of the Third International Conference on Document Analysis and Recognition .,
210,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_210,R. Futrelle.,
211,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_211,1999.,
212,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_212,Summarization of diagrams in documents.,
213,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_213,"In I. Mani and M. Maybury, editors, Advances in Automated Text Summarization .",
214,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_214,MIT Press.,
215,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_215,"Nancy Green, Giuseppe Carenini, Stephan Kerpedjiev, Joe Mattis, Johanna Moore, and Steven Roth.",
216,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_216,Autobrief: an experimental system for the automatic generation of briefings in integrated text and information graphics.,
217,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_217,"International Journal of Human-Computer Studies , 61(1):32–70, 2004.",
218,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_218,H. P. Grice.,
219,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_219,1969.,
220,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_220,Utterer's Meaning and Intentions.,
221,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_221,"Philosophical Review , 68:147–177.",
222,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_222,"M. Huber, E. Durfee, and M. Wellman.",
223,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_223,1994.,
224,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_224,The automated mapping of plans for plan recognition.,
225,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_225,In Proc.,
226,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_226,"of Uncertainty in AI , 344–351.",
227,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_227,S. Kerpedjiev and S. Roth.,
228,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_228,2000.,
229,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_229,Mapping communicative goals into conceptual tasks to generate graphics in discourse.,
230,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_230,In Proc.,
231,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_231,of Int.,
232,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_232,Conf.,
233,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_233,"on Intelligent User Interfaces , 60–67.",
234,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_234,"J. Yu, J. Hunter, E. Reiter, and S. Sripada.",
235,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_235,2002.,
236,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_236,Recognising visual patterns to communicate gas turbine time-series data.,
237,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-.json_237,"In ES2002 , 105–118.",
